2020,15495,0,5127,0,1.0
2019,18995,0,2572,0,2.0
2014,6765,-1,52304,0,1.0
2015,8965,-1,22208,0,1.0
2019,15965,-1,4750,0,1.0
2016,8965,-1,14827,0,1.0
2017,10510,-1,17137,0,1.2
2017,9917,-1,14427,0,1.2
2017,9600,-1,36185,1,1.4
2019,13999,-1,5000,0,1.0
2016,9465,-1,30000,0,1.0
2018,9995,-1,41545,0,1.0
2017,9765,-1,39913,1,1.4
2017,11499,-1,9000,0,1.2
2017,10099,-1,32997,0,1.2
2017,8465,-1,35000,0,1.0
2019,12965,-1,12506,0,1.0
2017,8965,-1,31378,0,1.0
2017,11465,-1,21400,0,1.2
2017,10965,-1,21028,0,1.2
2019,15465,-1,3240,0,1.0
2015,8465,-1,52119,0,1.2
2016,7995,-1,31000,0,1.0
2020,13965,-1,100,0,1.0
2020,14965,-1,100,0,1.0
2018,10900,-1,6253,0,1.0
2018,12299,-1,22076,0,1.0
2017,9890,-1,24867,1,1.4
2019,13499,-1,4669,1,1.6
2017,12999,0,31243,0,1.4
2015,8500,-1,44949,1,1.4
2015,8699,-1,28552,0,1.2
2017,10399,-1,22921,0,1.2
2016,8299,-1,44856,0,1.2
2016,8999,-1,24500,0,1.0
2016,8699,-1,17000,0,1.0
2019,18999,0,6204,0,2.0
2016,9999,-1,27392,0,1.2
2016,9299,-1,21277,0,1.0
2019,15399,-1,7608,0,1.0
2016,9799,-1,13359,0,1.2
2019,14699,-1,3849,0,1.0
2019,14999,-1,2999,0,1.0
2018,12660,-1,22806,0,1.0
2018,12599,-1,3384,0,1.0
2017,8999,-1,35304,0,1.0
2014,7298,-1,33904,0,1.0
2016,10298,-1,10801,0,1.0
2016,9495,-1,25000,0,1.0
2019,20995,0,3000,0,2.0
2017,10995,-1,14000,0,1.0
2017,11495,-1,15500,0,1.2
2017,9999,-1,24430,0,1.2
2017,12599,-1,9500,0,1.4
2018,11995,-1,9000,0,1.0
2017,8999,-1,24181,0,1.0
2019,19999,0,3389,0,2.0
2019,14999,-1,2,0,1.0
2013,6599,-1,28713,0,1.2
2016,8399,-1,31128,0,1.2
2017,10995,-1,24000,0,1.2
2017,9995,-1,32000,0,1.2
2017,11995,-1,5000,0,1.2
2019,15995,-1,8000,0,1.0
2017,10995,-1,8129,0,1.0
2019,15995,0,3500,0,1.0
2019,19999,0,3694,0,2.0
2018,12040,-1,16178,0,1.0
2015,7995,-1,31000,0,1.0
2015,8995,-1,15000,0,1.2
2019,13495,-1,2000,0,1.0
2017,11495,-1,14562,0,1.2
2018,15995,-1,15002,0,1.8
2019,16495,-1,2187,0,1.0
2016,8495,-1,19840,0,1.0
2015,7748,-1,24252,0,1.0
2016,10495,-1,27932,0,1.2
2016,8495,-1,38334,0,1.0
2020,14495,-1,2483,0,1.0
2014,7495,-1,42000,0,1.4
2017,12850,0,14030,0,1.2
2019,16995,0,3000,0,1.0
2019,12998,-1,10361,0,1.0
2015,10995,0,21853,0,1.2
2017,10995,-1,16718,0,1.2
2017,10450,-1,16379,0,1.0
2016,8799,-1,27306,0,1.0
2017,9399,-1,37281,0,1.2
2017,12499,-1,12835,0,1.4
2019,11995,-1,11462,0,1.0
2020,17999,0,2000,0,1.0
2016,9999,-1,23326,0,1.0
2016,7799,-1,41117,0,1.0
2017,9899,-1,17302,0,1.0
